CIP13,NOM COURT
3400935295927,"BISOPROLOL BGR 3,75 MG CPR SEC 30"
3400935296177,BISOPROLOL BGR 5 MG CPR SEC 30
3400935296467,"BISOPROLOL BGR 7,5 MG CPR SEC 30"
3400935296696,BISOPROLOL BGR 10 MG CPR SEC 30
3400935296818,"CARDENSIEL 1,25 MG CPR 30"
3400935296986,"CARDENSIEL 1,25 MG CPR 90"
3400935297068,"CARDENSIEL 2,5 MG CPR SEC 30"
3400935297129,"CARDENSIEL 2,5 MG CPR SEC 90"
3400935297297,"CARDENSIEL 3,75 MG CPR SEC 30"
3400935297358,"CARDENSIEL 3,75 MG CPR SEC 90"
3400935297419,CARDENSIEL 5 MG CPR SEC 30
3400935298478,"ZOPICLONE TEVA SANTE 7,5MG CPR SEC 5"
3400935298539,"ZOPICLONE TEVA SANTE 7,5MG CPR SEC 14"
3400935300812,METFORMINE RATIOPHARM 500MG CPR 30
3400935301413,CLOMIPRAMINE MYLAN 75MG CPR SEC 20
3400935302014,"KETOPROFENE BIOGARAN 2,5% GEL 1/60 G"
3400935302182,"KETOPROFENE BAYER 2,5% GEL 1/60 G"
3400935303882,LACTULOSE MARCOFINA 10G/15ML SOL 20/15 ML
3400935305145,CARBAMAZEPINE MYLAN LP 400MG CPR 30
3400935306326,CARBAMAZEPINE MYLAN LP 200MG CPR 30
3400935306906,FLANID 200MG CPR GE 15
3400935307095,FLANID 100MG CPR GE 30
3400935307385,TRIMEBUTINE ACTAVIS 100 MG CPR 30
3400935307446,ACEBUTOLOL BIOGARAN 200MG CPR 30
3400935308627,"NORDITROPINE SIMPLEXX 5MG/1,5ML INJ 1/1,5 ML"
3400935308917,"NORDITROPINE SIMPLEXX 10MG/1,5ML INJ 1/1,5 ML"
3400935309396,"NORDITROPINE SIMPLEXX 15MG/1,5ML INJ 1/1,5 ML"
3400935309747,"PUREGON 300UI/0,36ML SOL INJ CART 1/0,36 ML"
3400935309808,"PUREGON 600UI/0,72ML SOL INJ CART 1/0,72 ML"
3400935310408,NEORECORMON 60 000UI PDR+SOL INJ CART 1
3400935310866,"NEORECORMON 4 000UI SOL INJ SER 6/0,3 ML"
3400935311009,"NEORECORMON 6 000UI SOL INJ SER 6/0,3 ML"
3400935312877,CARDENSIEL 5 MG CPR SEC 90
3400935312938,"CARDENSIEL 7,5 MG CPR SEC 30"
3400935313010,"CARDENSIEL 7,5 MG CPR SEC 90"
3400935313188,CARDENSIEL 10 MG CPR SEC 30
3400935313249,CARDENSIEL 10 MG CPR SEC 90
3400935313768,OMNIPAQUE 240MG SOL INJ FP 100ML 1/100 ML
3400935313829,OMNIPAQUE 240MG SOL INJ FP 200ML 1/200 ML
3400935313997,"BISOCE Gé 1,25MG CPR 30"
3400935314079,"BISOCE 1,25 MG Gé CPR 90"
3400935314130,"BISOCE Gé 2,5MG CPR 30"
3400935314369,"BISOCE 2,5 MG Gé CPR SEC 90"
3400935314420,"BISOCE Gé 3,75MG CPR 30"
3400935314659,BISOCE Gé 5MG CPR 30
3400935314710,BISOCE 5 MG Gé CPR SEC 90
3400935314888,"BISOCE Gé 7,5MG CPR 30"
3400935315021,BISOCE Gé 10MG CPR 30
3400935315199,BISOCE 10 MG Gé CPR SEC 90
3400935315250,"CARDIOCOR 1,25MG CPR 30"
3400935315489,"CARDIOCOR 2,5MG CPR 30"
3400935315830,CARDIOCOR 5MG CPR 30
3400935318091,OMNIPAQUE 350MG SOL INJ FP 100ML 1/100 ML
3400935318152,OMNIPAQUE 350MG SOL INJ FP 150ML 1/150 ML
3400935318381,OMNIPAQUE 350MG SOL INJ FP 200ML 1/200 ML
3400935318503,OMNIPAQUE 300MG SOL INJ FP 100ML 1/100 ML
3400935318671,OMNIPAQUE 300MG SOL INJ FP 150ML 1/150 ML
3400935318961,OMNIPAQUE 300MG SOL INJ FP 200ML 1/200 ML
3400935319562,FLUIMUCIL 2 % ENF SOL BUV 1/100 ML
3400935320742,"VENTOLINE 2,5MG/2,5ML SOL INHAL 60/2,5 ML"
3400935321114,"VENTOLINE 5MG/2,5ML SOL INHAL 60/2,5 ML"
3400935322982,TRAMADOL TEVA 50MG CPR 30
3400935323415,METFORMINE RATIOPHARM 850MG CPR 30
3400935324016,LACTULOSE EG 10G/15ML SOL BUV FL 1/200 ML
3400935324825,GLICLAZIDE QUALIMED 80MG CPR 20
3400935324993,GLICLAZIDE QUALIMED 80MG CPR 60
3400935325365,GLICLAZIDE ZYDUS 80MG CPR 20
3400935325426,GLICLAZIDE ZYDUS 80MG CPR 60
3400935325594,AMOXICILLINE EG 250MG/5ML PDR FL 1/60 ML
3400935325884,CLOMIPRAMINE ZYDUS 10MG CPR 60
3400935326027,GLICLAZIDE ACTAVIS 80 MG CPR SEC 20
3400935326195,GLICLAZIDE ACTAVIS 80 MG CPR SEC 60
3400935326607,GLICLAZIDE RPG 80MG CPR 20
3400935326775,GLICLAZIDE RPG 80MG CPR 60
3400935327086,EXPANFEN 200MG CPR GE 30
3400935328267,NIFUROXAZIDE MYLAN 4% SUSP BUV 1/90 ML
3400935328786,METOCLOPRAMIDE GNR 10MG CPR 40
3400935329219,METOCLOPRAMIDE MYLAN 10MG CPR 40
3400935330109,POVIDONE IODEE BAYER 10 P. 100 DERMIQUE 1 FLACON 1
3400935330277,POVIDONE IODEE BAYER 4 P.100 SCRUB 1 FLACON 125 ML
3400935330918,KETOPROFENE MYLAN LP 200MG GELULE 14
3400935332639,DOXYCYCLINE BIOGARAN 100MG CPR 5
3400935332868,DOXYCYCLINE BIOGARAN 100MG CPR 15
3400935333001,DOXYCYCLINE BIOGARAN 50 MG CPR 28
3400935334060,"TOBRABACT 0,3 P. 100 Gé COLLYRE 1/5 ML"
3400935334350,DOXYPALU 50MG CPR 28
3400935334640,AMOXICILLINE EG 500MG/5ML PDR FL 1/60 ML
3400935334879,"AMOXICILLINE/ACIDE CLAVULANIQUE BIOGARAN 1G/125MG AD SACH 8/1,57 G"
3400935335012,"AMOXICILLINE/ACIDE CLAVULANIQUE BIOGARAN 1G/125MG AD SACH 12/1,57 G"
3400935335241,"AMOXICILLINE/ACIDE CLAVULANIQUE BIOGARAN 500MG/62,5MG AD CPR 16"
3400935335470,"AMOXICILLINE/ACIDE CLAVULANIQUE BIOGARAN 500MG/62,5MG AD CPR 24"
3400935336361,"ZOMIGORO 2,5MG CPR 2"
3400935336422,"ZOMIGORO 2,5MG CPR 6"
3400935336651,"ZOMIGORO 2,5MG CPR 12"
3400935337023,"AUGMENTIN 500MG/62,5MG AD CPR 16"
3400935337252,"AUGMENTIN 500MG/62,5MG AD CPR 24"
3400935337542,"AMOXICILLINE/ACIDE CLAVULANIQUE ZENTIVA LAB 500MG/62,5MG AD CPR 16"
3400935337771,"AMOXICILLINE/ACIDE CLAVULANIQUE ZENTIVA LAB 500MG/62,5MG AD CPR 24"
3400935338143,"CIBLOR 500MG/62,5MG AD CPR 16"
3400935338372,"CIBLOR 500MG/62,5MG AD CPR 24"
3400935338723,"AMOXICILLINE/ACIDE CLAVULANIQUE ZENTIVA LAB 1G/125MG AD SACH 8/1,57 G"
3400935338952,"AMOXICILLINE/ACIDE CLAVULANIQUE ZENTIVA LAB 1G/125MG AD SACH 12/1,57 G"
3400935339492,PRAZEPAM BIOGARAN 10 MG CPR 40
3400935339843,PRAZEPAM ARROW 10 MG CPR 40
3400935340382,RISEDRONATE WINTHROP 35 MG CPR 4
3400935340672,RISEDRONATE WINTHROP 35 MG CPR 12
3400935340962,RISEDRONATE ZENTIVA 75 MG CPR 2
3400935341273,RISEDRONATE ZENTIVA 75 MG CPR 6
3400935342515,MEBEVERINE BIPHAR 200 MG GELULE 30
3400935342805,FLUTAMIDE BIOGARAN 250MG CPR 30
3400935343116,ALLOPURINOL ZYDUS 200MG CPR 28
3400935343574,NICERGOLINE EG 10MG GELULE 90
3400935344236,"ZOPICLONE GNR 7,5MG CPR SEC 14"
3400935344465,THIOCOLCHICOSIDE IREX 4MG CPR 12
3400935345875,POVIDONE IODEE BAYER 10% SOL 1/125 ML
3400935345936,"ROZACREME 0,75% CREME 1/30 G"
3400935347596,ACEBUTOLOL ALTER 400 MG CPR 30
3400935347947,METFORMINE SERVIPHARM 500 MG CPR 90
3400935348319,METFORMINE SERVIPHARM 850 MG CPR 90
3400935348548,FENOFIBRATE EG LABO 67 MG GELULE 60
3400935348777,FENOFIBRATE EG LABO 200 MG GELULE 30
3400935349088,FEGENOR 67MG GELULE Gé 60
3400935349200,FEGENOR 200MG GELULE Gé 30
3400935349378,DEXTROPROPOXYPHENE PARACETAMOL MYLAN GELULE 20
3400935349729,DIOALGO GELULE GE 20
3400935349958,DEXTROPROPOXYPHENE PARACETAMOL EG 20
3400935350039,DEXTROPROPOXYPHENE PARACETAMOL BIOGARAN GELULE 20
3400935352101,"SYNAREL 0,2MG SOL ENDONAS 8ML 1/8 ML"
3400935352798,SPASSIREX 80MG CPR Gé 10
3400935355522,"AMOXICILLINE/ACIDE CLAVULANIQUE BIOGARAN 100MG/12,5MG/ML NR PDRE SUSP BUV 1/5,13 G"
3400935355690,"AMOXICILLINE/ACIDE CLAVULANIQUE BIOGARAN 100MG/12,5MG/ML ENF PDRE SUSP BUV 1/10,25 G"
3400935355751,"AMOXICILLINE/ACIDE CLAVULANIQUE ZENTIVA LAB 100MG/12,5MG/ML ENF PDRE SUSP BUV 1/10,25 G"
3400935356062,DERINOX SOL NASALE 1/15 ML
3400935356642,"CROMOPTIC 2% COLLYRE UNIDOSE 0,35ML 30/0,35 ML"
3400935357014,TRILEPTAL 150MG CPR 50
3400935357182,TRILEPTAL 150MG CPR 100
3400935357243,TRILEPTAL 300MG CPR 50
3400935357304,TRILEPTAL 300MG CPR 100
3400935357472,TRILEPTAL 600MG CPR 50
3400935357533,TRILEPTAL 600MG CPR 100
3400935358134,ZYMAD 80000UI SOL BUV AMP 1/2 ML
3400935358363,ZYMAD 10000UI/ML SOL BUV GOUTTES 1/10 ML
3400935359193,"CHLORURE DE SODIUM MACO PHARMA 0,9 P. 100 POCHE 1/250 ML"
3400935359254,"CHLORURE DE SODIUM MACO PHARMA 0,9 P. 100 POCHE 1/500 ML"
3400935359315,"CHLORURE DE SODIUM MACO PHARMA 0,9 P. 100 POCHE 1/1000 ML"
3400935360144,"CHLORURE DE SODIUM MACO PHARMA 0,9 P. 100 INJ P1L+NEC 1/1000 ML"
3400935365637,HYDROCORTISONE KERAPHARM 1% CREME 1/15 G
3400935368188,DOXYGRAM 100MG CPR 5
3400935372789,VIDEX 400MG GELULE 30
3400935374271,VIDEX 125MG GELULE 30
3400935374332,VIDEX 200MG GELULE 30
3400935374561,VIDEX 250MG GELULE 30
3400935376862,FENOFIBRATE RPG 200MG GELULE 30
3400935377524,AMIODARONE CRISTERS 200 MG CPR SEC 30
3400935377692,AMIODARONE BIOGARAN 200MG CPR 30
3400935377982,AMOXICILLINE EG 1G CPR DISPERSIBLE 6
3400935378064,AMOXICILLINE EG 1G CPR DISPERSIBLE 14
3400935378583,ALLOPURINOL EG 100MG CPR 28
3400935378644,ALLOPURINOL EG 300MG CPR 28
3400935378705,ALLOPURINOL EG 200MG CPR 28
3400935379993,"TIMOLOL TEVA 0,25 % COLLYRE 1/5 ML"
3400935380364,"TIMOLOL TEVA 0,50 % COLLYRE 1/5 ML"
3400935381835,HUMEX EXPECTORANT SS SUCRE 100 MG CPR 20
3400935386229,ACEBUTOLOL ZYDUS 400MG CPR 30
3400935386397,VERAPAMIL RATIOPHARM LP 240MG CPR 30
3400935386809,ACICLOVIR DAKOTA PHARM 500MG PDR INJ 5/500 MG
3400935387639,FLUTAMIDE EG 250MG CPR 30
3400935388698,DICLOFENAC CRISTERS 50 MG CPR 30
3400935389589,DILTIAZEM G GAM LP 300MG GELULE 30
3400935391131,"HYTACAND 8MG/12,5MG CPR 28"
3400935392831,FLUIMUCIL 2% AD SOL BUV FL 200ML
3400935393203,"COKENZEN 8MG/12,5MG CPR 28"
3400935395153,"NEUPOGEN 48MU/0,5ML SOL INJ SER 1/0,5 ML"
3400935395214,"NEUPOGEN 48MU/0,5ML SOL INJ SER 5/0,5 ML"
3400935395382,"NEUPOGEN 30MU/0,5ML SOL INJ SER 1/0,5 ML"
3400935395443,"NEUPOGEN 30MU/0,5ML SOL INJ SER 5/0,5 ML"
3400935395504,TUBERTEST SOL INJ 1/1 ML
3400935395672,BCG-MEDAC PDRE SOLV ADM INTRAVESICALE 1
3400935396334,"HBVAXPRO 5 MCG/0,5 ML SUSP INJ 1/0,5 ML"
3400935397454,"MOBIC 15MG/1,5ML SOL INJ 3/1,5 ML"
3400935401687,TRACITRANS SOL INJ 10/10 ML
3400935403988,ENALAPRIL MYLAN 5MG CPR 28
3400935404060,ENALAPRIL MYLAN 5 MG CPR SEC 30
3400935404589,GLICLAZIDE ALTER 80MG CPR 60
3400935405180,NIFUROXAZIDE BIOGARAN 200MG GELULE 28
3400935405241,DILTIAZEM BIOGARAN LP 300MG GELULE 30
3400935405531,DILTIAZEM MYLAN PHARMA 300 MG GELULE 30
3400935406651,FLUOXETINE EVOLUGEN 20 MG GELULE 14
3400935407191,AMIODARONE EG 200MG CPR 30
3400935408082,TRIMEBUTINE ALTER 100MG CPR 30
3400935408143,TRIMEBUTINE ISOMED 100MG CPR 30
3400935408891,NIFUROXAZIDE EG 200MG GELULE 28
3400935409263,RANITIDINE MYLAN 75MG CPR EFF 14
3400935409324,RANITIDINE MYLAN 75MG CPR EFF 28
3400935409614,ACEBUTOLOL ZYDUS 200MG CPR 30
3400935414175,DILTIAZEM EG LP 300MG GELULE 30
3400935414816,DILTIAZEM RPG LP 300MG GELULE 30
3400935415066,NITRENDIPINE ZYDUS 10 MG CPR 28
3400935415707,PIRACETAM ZYDUS 800MG CPR 45
3400935416476,ARAVA 10MG CPR 30
3400935416995,ARAVA 20MG CPR 30
3400935417138,ARAVA 100MG CPR 3
3400935418487,DIAMICRON LM 30MG CPR 30
3400935418609,DIAMICRON LM 30MG CPR 60
3400935419897,GLICLAZIDE SERVIER 30 MG CPR 30
3400935420039,GLICLAZIDE SERVIER 30 MG CPR 60
3400935420909,OXYCONTIN LP 10MG CPR 28
3400935421500,OXYCONTIN LP 20MG CPR 28
3400935422279,OXYCONTIN LP 40MG CPR 28
3400935425171,GLUCOSE LAVOISIER 5% SOL INJ POC 50ML 1/50 ML
3400935425522,GLUCOSE LAVOISIER 5% SOL INJ POC 100ML 1/100 ML
3400935425812,GLUCOSE LAVOISIER 5% SOL INJ POC 250ML 1/250 ML
3400935426291,GLUCOSE LAVOISIER 5% SOL INJ POC 500ML 1/500 ML
3400935426642,GLUCOSE LAVOISIER 5% SOL INJ POC 1L 1/1 L
3400935427182,NEULEPTIL 10MG GELULE 50
3400935428134,AMOXICILLINE EG 125MG/5ML PDR FL 12
3400935428714,CLINIMIX N12G20E SOL INJ 1L+1L 4/2 L
3400935429315,ALLERGOCOMOD 2% COLLYRE FL 10ML 1/10 ML
3400935429483,OXYCONTIN LP 80MG CPR 28
3400935434975,AZOPT 1% COLLYRE FL 5ML 1/5 ML
3400935436238,ACTONEL 5 MG CPR 28
3400935436696,ACTONEL 30 MG CPR 28
3400935436818,CELEBREX 100MG GELULE 30
3400935436986,CELEBREX 100MG GELULE 30
3400935437068,CELEBREX 200MG GELULE 30
3400935437129,CELEBREX 200MG GELULE 30
3400935439079,CETIRIZINE CRISTERS 10 MG CPR SEC 15
3400935439369,SULPIRIDE ZYDUS 50MG GELULE 30
3400935439420,SULPIRIDE ZYDUS 200MG CPR SEC 12
3400935440488,FENOFIBRATE ZYDUS 300MG GELULE 30
3400935440778,FENOFIBRATE RPG 67MG GELULE 60
3400935441089,DILTIAZEM GNR LP 300MG GELULE 30
3400935442840,SPIRONOLACTONE ALTIZIDE PFIZER CPR 15
3400935443090,"ZOMIG 2,5MG CPR 12"
3400935444271,DEPAKOTE 500MG CPR 90
3400935444912,METFORMINE EG 500MG CPR 30
3400935446114,LAROSCORBINE 1G CPR EFF SS SUCRE 15
3400935447005,NOCTAMIDE 2MG CPR 14
3400935451316,AZATHIOPRINE MYLAN 50MG CPR 100
3400935454218,ZYPREXA VELOTAB 5MG CPR 28
3400935454386,ZYPREXA VELOTAB 10MG CPR 28
3400935458179,LAMICTAL 2MG CPR DISP 30
3400935459060,"INDOBIOTIC COLLYRE UNIDOSE 0,35ML 20/0,35 ML"
3400935459350,SERETIDE DISKUS 100 MCG/50 MCG/DOSE PDRE INHAL EN DISQUE 60 DOSES
3400935459701,SERETIDE DISKUS 250 MCG/50 MCG/DOSE PDRE INHAL EN DISQUE 60 DOSES
3400935463203,LANTUS 100UI/ML SOL INJ 5/3 ML
3400935464323,STRUCTUM 500MG GELULE 60
3400935466563,ACEBUTOLOL EG 400MG CPR 30
3400935466624,ACEBUTOLOL EG 200MG CPR 30
3400935468864,IOMERON 200 SOL INJ 1/20 ML
3400935468925,IOMERON 250 SOL INJ 1/20 ML
3400935469007,IOMERON 250 SOL INJ FL150ML + SER AN 1/150 ML
3400935469175,IOMERON 300 SOL INJ 1/10 ML
3400935469236,IOMERON 300 SOL INJ FL20ML 1/20 ML
3400935469465,IOMERON 300 SOL INJ FL150ML + SER AN 1/150 ML
3400935469526,IOMERON 350 SOL INJ FL20ML 1/20 ML
3400935469694,IOMERON 350 SOL INJ FL150ML + SER AN 1/150 ML
3400935469816,"TIMOCOMOD 0,25% COLLYRE FL 5ML 1/5 ML"
3400935469984,"TIMOCOMOD 0,50% COLLYRE FL 5ML 1/5 ML"
3400935470294,"SODIUM CHLORURE LAVOISIER 0,9% SOL INJ PO 50ML 1/50 ML"
3400935470584,"SODIUM CHLORURE LAVOISIER 0,9% SOL INJ PO 100ML 1/100 ML"
3400935470874,"SODIUM CHLORURE LAVOISIER 0,9% SOL INJ PO 250ML 1/250 ML"
3400935471246,"SODIUM CHLORURE LAVOISIER 0,9% SOL INJ PO 500ML 1/500 ML"
3400935471765,"SODIUM CHLORURE LAVOISIER 0,9% SOL INJ PO 1L 1/1000 ML"
3400935473318,"OCTIM 0,150MG/0,1ML SOL NASALE SPRAY 1/2,5 ML"
3400935473547,SERETIDE DISKUS 500 MCG/50 MCG/DOSE SOL INHAL 60 DOSES
3400935476388,CARBOCISTEINE MERCK 5% AD SOL BUV 1/300 ML
3400935476500,CALCIUM VIT D3 TEVA 500MG/400UI CPR 60
3400935477279,FENOFIBRATE BIOGARAN 67MG GELULE 60
3400935477330,FENOFIBRATE BIOGARAN 200MG GELULE 30
3400935477798,"SPIRAMYCINE IREX 1,5 MILLION UI CPR 16"
3400935477910,ISOPTINE 120MG GELULE 30
3400935478221,METFORMINE MYLAN 850MG CPR 30
3400935478801,DERMORELLE 200 MG CAPSULE MOLLE 20
3400935479341,PROVAMES 2MG CPR 28
3400935479570,CLOMIPRAMINE ZYDUS 25MG CPR 60
3400935480002,ALLOPURINOL ZYDUS 100MG CPR 28
3400935480460,INSUMAN RAPID 300UI/3ML OPTISET SOL 5/3 ML
3400935480811,INSUMAN BASAL 300UI/3ML OPTISET SUSP 5/3 ML
3400935481290,INSUMAN COMB 15 300UI/3ML OPTISET 5/3 ML
3400935481641,INSUMAN COMB 25 300UI/3ML OPTISET 5/3 ML
3400935482303,"ZOPICLONE ARROW 7,5 MG CPR SEC 5"
3400935482471,"ZOPICLONE ARROW 7,5MG CPR SEC 14"
3400935484253,SPIRONOLACTONE ALTIZIDE RATIOPHARM 25 MG/15 MG CPR SEC 30
3400935485144,SPIRAMYCINE IREX 3 MILLIONS UI CPR 10
3400935485205,SPIRAMYCINE IREX 3 MILLIONS UI CPR 16
3400935485724,FLUOXETINE BIOGARAN 20MG GELULE 14
3400935485953,FENOFIBRATE EG 67MG GELULE 60
3400935486264,FENOFIBRATE EG 200MG GELULE 30
3400935486325,FENOFIBRATE RATIOPHARM 200MG GELULE 30
3400935486493,FENOFIBRATE RATIOPHARM 67MG GELULE 60
3400935486554,TRAMADOL BAYER 50MG GELULE 30
3400935486783,ZAMUDOL 50MG GELULE GE 30
3400935487155,BETAHISTINE RPG 8MG CPR 30
3400935487384,BETAHISTINE RPG 8MG CPR 90
3400935489166,LACTULOSE RPG 10G/15ML SOL BUV FL 1/200 ML
3400935489517,LACTULOSE RPG 10G/15ML SOL BUV SACHET 20/15 ML
3400935489975,SOTALOL G GAM 80MG CPR SEC 30
3400935490117,SOTALOL BAYER 80MG CPR SEC 30
3400935490575,SOTALOL EG 80MG CPR SEC 30
3400935490865,SOTALOL EG 160MG CPR SEC 30
3400935492296,AMOXICILLINE GNR 1G CPR DISPERSIBLE 6
3400935492357,AMOXICILLINE GNR 1G CPR DISPERSIBLE 14
3400935492586,TICLOPIDINE EG 250MG CPR 30
3400935493187,SOTALOL CRISTERS 160MG CPR SEC 30
3400935493828,"GRIPGUARD SUSP INJ 1/0,5 ML"
3400935494368,INSULATARD NPH INNOLET 300UI/3ML INJ 5/3 ML
3400935495259,NOVOMIX 30 PENFILL 100U/ML SUSP INJ 5/3 ML
3400935495839,INFANRIX HEXA PDR ET SUSP INJ 1
3400935496089,INFANRIX HEXA PDR ET SUSP INJ BIOSET 1
3400935496430,LUVERIS 75UI PDR ET SOL INJ 1
3400935496669,LUVERIS 75 UI PDRE SOLV SOL INJ 3
3400935496720,LUVERIS 75 UI PDRE SOLV SOL INJ 10
3400935497031,"EPREX 10 000UI/ML SOL INJ SER 0,5ML 6/0,5 ML"
3400935497260,"EPREX 10 000UI/ML SOL INJ SER 0,6ML 6/0,6 ML"
3400935497499,"EPREX 10 000UI/ML SOL INJ SER 0,8ML 6/0,8 ML"
3400935497901,DILTIAZEM ALPHARMA 60 MG CPR 30
3400935499103,PARACETAMOL MYLAN 500MG CPR EFF 16
3400935499271,PARACETAMOL NOR 500 MG CPR 16
3400935499622,ENALAPRIL BIOGARAN 20MG CPR 28
3400935500144,ENALAPRIL BIOGARAN 5MG CPR 28
3400935502506,CARBOCISTEINE EG 2% ENF NR SIROP 1/125 ML
3400935503626,TETRAZEPAM CRISTERS 50MG CPR 20
3400935503794,TETRAZEPAM EG 50MG CPR 20
3400935504975,ENALAPRIL MYLAN 20MG CPR 28
3400935505057,ENALAPRIL MYLAN 20 MG CPR SEC 30
3400935506528,IBUPROFENE ZYDUS 200MG CPR ENR 30
3400935507129,CALCIUM SANDOZ 1000MG CPR EFF 30
3400935507587,FENOFIBRATE ARROW 67MG GELULE 60
3400935507877,FENOFIBRATE ARROW 200MG GELULE 30
3400935508300,FENOFIBRATE CRISTERS 67 MG GELULE 60
3400935508768,FENOFIBRATE CRISTERS 200 MG GELULE 30
3400935509130,PULMODEXANE 300MG/100ML SOL BUV 1/150 ML
3400935509420,DESFERAL 100MG/ML PDR+SOL INJ 2G 1
3400935510259,FAMOTIDINE EG 20 MG CPR 30
3400935511140,IOMERON 300 SOL INJ FL150ML + SER ME 1/150 ML
3400935511201,IOMERON 350 SOL INJ FL150ML + SER ME 1/150 ML
3400935513441,LEPONEX 25MG CPR 7
3400935513502,LEPONEX 25MG CPR 14
3400935513670,LEPONEX 25MG CPR 28
3400935514042,LEPONEX 100MG CPR 14
3400935514103,LEPONEX 100MG CPR 28
3400935514561,PARIET 20MG CPR 14
3400935514790,PARIET 20MG CPR 28
3400935517692,POLYIONIQUE 1A G5 BAX POC VFO 500ML 1/500 ML
3400935517753,POLYIONIQUE 1A G5 BAX POC VFO 1L 1/1 L
3400935519184,"VIRAFERONPEG 0,050MG/0,5ML INJ FL 4/2 ML"
3400935524676,"INFANRIXTETRA IM SUSP INJ 1/0,5 ML"
3400935524737,INFANRIXQUINTA PDR ET SUSP INJ 1
3400935525796,OVITRELLE 250 MCG PDRE SOLV SOL INJ 1
3400935527400,NOVORAPID FLEXPEN 300UI/3ML SOL INJ 5/3 ML
3400935528001,"PNEUMOVAX SOL INJ 1/0,5 ML"
3400935528698,"LACRIFLUID 0,13% COLLYRE 1/10 G"
3400935528988,IBUFETUM 5 % GEL TUBE 1/60 G
3400935530189,"ORGALUTRAN 0,25MG/0,5ML SOL INJ 1/0,5 ML"
3400935530240,"ORGALUTRAN 0,25MG/0,5ML SOL INJ 5/0,5 ML"
3400935530301,"NYOGEL LP 0,1% GEL OPH 1/5 ML"
3400935530769,VISUDYNE 15MG PDR INJ 1/10 ML
3400935531070,DAFALGAN 1G CPR SEC 8
3400935531131,FEMSEPTCOMBI 50MCG/10MCG/24H DISP 4
3400935531650,TAKADOL 100MG CPR EFF 30
3400935532831,INEXIUM 20 MG CPR 7
3400935533142,INEXIUM 20 MG CPR 28
3400935533203,INEXIUM 20MG CPR 7
3400935533371,INEXIUM 20MG CPR 14
3400935533432,INEXIUM 20MG CPR 28
3400935533661,INEXIUM 40 MG CPR 14
3400935533722,INEXIUM 40 MG CPR 28
3400935533890,INEXIUM 40MG CPR 14
3400935533951,INEXIUM 40MG CPR 28
3400935535153,PERIKABIVEN EMULSION INJ P 1440ML 4/1440 ML
3400935536624,REMINYL 4MG CPR 14
3400935536853,REMINYL 8MG CPR 56
3400935536914,REMINYL 12MG CPR 56
3400935537164,"ZYPREXA 7,5MG CPR 28"
3400935537225,REMINYL 4MG/ML SOL BUV 1/100 ML
3400935537393,LIPANTHYL 160MG CPR 30
3400935537454,FENOFIBRATE FOURNIER 160 MG CPR 30
3400935539175,ATENOLOL EG 50MG CPR 28
3400935539236,ATENOLOL EG 100MG CPR 28
3400935539526,LIBRAX CPR 30
3400935539694,MOGADON 5MG CPR 20
3400935539755,SERC 8 MG CPR 90
3400935541765,"TOBRAMYCINE MYLAN 25 MG/2,5 ML SOL INJ 1/2,5 ML"
3400935541994,"TOBRAMYCINE MYLAN 75 MG/1,5 ML SOL INJ 1/1,5 ML"
3400935543486,FLUVASTATINE ZENTIVA 20 MG GELULE 30
3400935543776,FLUVASTATINE ZENTIVA 20 MG GELULE 90
3400935544148,FLUVASTATINE ZENTIVA 40 MG GELULE 30
3400935544438,FLUVASTATINE ZENTIVA 40 MG GELULE 90
3400935544896,FLUVASTATINE ZYDUS 20 MG GELULE 30
3400935545497,FLUVASTATINE ZYDUS 40 MG GELULE 30
3400935545787,TERBINAFINE EG 1 P. 100 CREME TUBE 1/15 G
3400935545848,MONTELUKAST BIOGARAN 5 MG CPR 28
3400935546739,"NARATRIPTAN SANDOZ 2,5 MG CPR 6"
3400935546968,"NARATRIPTAN SANDOZ 2,5 MG CPR 12"
3400935547040,MONTELUKAST BIOGARAN 10 MG CPR 28
3400935547279,"SPIRAMYCINE/METRONIDAZOLE ZENTIVA 1,5MUI/250MG CPR 10"
3400935547910,CEFTRIAXONE CRISTERS 1 G/10 ML PDRE SOLV SOL INJ 1/10 ML
3400935548399,CEFTRIAXONE EG 1G/10ML PDR INJ 1/10 ML
3400935548740,FENOFIBRATE TEVA 67 MG GELULE 90
3400935550460,FENOFIBRATE G GAM 67MG GELULE 60
3400935550521,FENOFIBRATE G GAM 67 MG GELULE 90
3400935550750,FENOFIBRATE G GAM 200MG GELULE 30
3400935553072,FENOFIBRATE SANDOZ 67 MG GELULE 90
3400935554192,MOLSIDOMINE BIOGARAN 2MG CPR 30
3400935554253,MOLSIDOMINE BIOGARAN 2MG CPR 90
3400935554314,MOLSIDOMINE BIOGARAN 4MG CPR 30
3400935554772,MOLSIDOMINE CRISTERS 2 MG CPR SEC 30
3400935554833,MOLSIDOMINE CRISTERS 2 MG CPR SEC 90
3400935555083,MOLSIDOMINE CRISTERS 4 MG CPR SEC 30
3400935555144,MOLSIDOMINE MYLAN 2MG CPR 30
3400935555205,MOLSIDOMINE MYLAN 2MG CPR 90
3400935555373,MOLSIDOMINE MYLAN 4MG CPR 30
3400935555434,MOLSIDOMINE ACTAVIS 2MG CPR 30
3400935555663,MOLSIDOMINE ACTAVIS 2MG CPR 90
